Category,Content
teknoloji,"Turkiye'nin internet yasasi hukum giydi! Avrupa Insan Haklari Mahkemesi 5651 sayili ""Internet Ortaminda Yapilan Yayinlarin Duzenlenmesi Ve Bu Yayinlar Yoluyla Islenen Suclarla Mucadele Edilmesi Hakkinda Kanun""un ifade ozgurlugune aykiri olduguna karar verdi. Alternatif Bilisim Dernegi'nin Avrupa Insan Haklari Mahkemesine tasidigi sites.google.com davasinda karar aciklandi. Kamuoyunun yakindan bildigi gibi sites.google.com sitesi 24 Haziran 2009 tarihinde barindirdigi bir icerik sebebiyle 5651 nolu yasaya dayanilarak erisime engellenmis, bu engelleme sonucunda da icerik sahipleri ve bu iceriklere erisemeyen internet kullanicilari magdur olmustu. Dernege basvuran ve kisisel sayfalari bu yasak sebebiyle Turkiye'den erisilemeyen Ahmet Yildirim adina acilan davada alinanan bu sonuc, 5651 nolu yasa ve sansur uygulamalarini yeniden gundeme getirdi. Alternatif Bilisim Dernegi'nden yapilan aciklamaya gore AIHM bu erisim engelleme kararinin ifade ozgurlugune acikca aykiri olduguna karar verdi. Ayrica aciklamada 5651 nolu yasanin da ifade ozgurlugunu zedeleyen bir kanun oldugu ve bu yasanin uygulanmasinin baska insan haklarini da ihlal ettigi belirtildi. Peki bu ne anlama geliyor. Bu sadece Turkiye'de degil Avrupa'da da web 2.0 uygulamalari acisindan ifade ozgurlugu kapsamindaki ilk dava ve ornek niteligi tasiyor. AIHM'de Turkiye aleyhine bekleyen baska bir cok dava var. Alternatif Bilisim Dernegi bu karar uzerine yaptigi aciklamada 5651 nolu kanunun hala yerinde durdugunu hatirlatarak ""Hukumet ve BTK bu elestirileri dikkate almamakta israrini surduruyor. Aksine bu ifade ozgurlugu dusmani kanunun isletilmesini kolaylastirmak icin sikayet hatlari kuruyor, erisim engellemesi istatistiklerini kamuoyundan sakliyor. Guvenli Internet denilen 'devletin merkezi filtre sistemi' icin de bu sikayetlerin dayanak olarak gosterildigini yeri gelmisken hatirlatmak isteriz"" denildi. Turkiyeli internet kullanicilarinin 5651 nolu kanunu istemediginin belirtildigi aciklamada ""Bu yasa derhal iptal edilmelidir. Ifade ozgurlugunu onceleyen/garantileyen, erisim engellemesi gibi gercek bir yaptirimi olmayan, Internet'in dagitik yapisina ve ruhuna uymayan metodlari kesinlikle icermeyen, Interneti tum yurrtaslar icin temel bir hak olarak goren bir duzenlemeye acilen ihtiyacimiz vardir."""
teknoloji,"NASA'nin iki uzay araci emekli oldu NASA'ya ait 2 uzay araci Ay'a carparak gorevlerini sona erdirdi. Araclarin carptigi yere, uzaya giden ilk Amerikali kadin astronot Ride'in adi verildi. NASA'ya ait Med ve Cezir adli uzay araclari Ay yuzeyine carparak, Ay yorungesinde 11,5 aydan beri surdurdukleri gorevlerini sona erdirdi. Muhendislerce yonetilen uzay araclari kalan son yakitlarini tuketmek icin motorlarini calistirmalarinin ardindan Ay'in kuzey kutbu yakininda bir dag uzerinde belirlenen noktaya carparak son gorevlerini de basariyla yerine getirmis oldu. Ay'a inen ilk uzay araci Apollo'nun indigi yer de dahil olmak Ay yuzeyindeki diger tarihi onemi bulunan bolgelerin uzaginda kendilerine secilen noktaya ilk carpan uzay araci Med oldu. Cezir'in belirlenen noktaya carpisi, Med'den yarim dakika sonra gerceklesti. Belirlenen bolgeye saatte yaklasik 6115 kilometre hizla carpan, birer camasir makinesi buyuklugundeki uzay araclarinin biraktigi iz, Ay'in karanlik yuzunde bulunmalari nedeniyle Dunya'dan gorulemeyecek. Ancak Ay yorungesinde gorev yapan Ay Kesif Uydusu, uzay araclarinin biraktigi izlerin fotograflarini cekmeye calisacak. Florida'daki Cape Canaveral askeri ussunden 10 Eylul 2011'de firlatilan Med ve Cezir uzay araclari 3,5 ay suren yolculuklarinin ardindan Ay'in yorungesine yerlesmisti. Yorungede 100'u askin gorevi yerine getiren araclar, yaptiklari calismalarla Ay yuzeyindeki degisken yer cekimi alanlarini olcmus ve yuzeyde sanilandan fazla asinma oldugunu kanitlamisti. Uzay araclarinin gonderdigi veriler sayesinde, Dunya'nin bir zamanlar iki uydusu oldugu ve bu uydularin ic ice gecerek Ay'i olusturduguna iliskin teori gecerliligini buyuk olcude yitirmisti. Uzaya giden Amerikali ilk kadin astronotun adi Ay'da yasayacak Med ve Cezir uzay araclarinin Ay yuzeyinde carptigi yere Amerikali ilk kadin astronot Sally Ride'in adinin verildigi bildirildi. Gorevin basariyla tamamlanmasinin ardindan aciklamada bulunan, uzay gorevini yoneten Massachusetts Institute of Technology yuksekokulundan Maria Zuber, uzay araclarinin carptigi noktaya Ride'in adinin verildigini duyurdu. Ilk kez 18 Temmuz 1983'de, 32 yasindayken Challenger adli uzay mekigiyiyle uzaya giden ve uzaya cikan Amerikali ilk kadin astronot olarak tarihe gecen Ride, Temmuz ayinda pankreas kanseri nedeniyle 61 yasinda hayatini kaybetmisti. Vefatindan once ABD Baskani Barack Obama'nin bilim danismanlari kurulu uyeligi gorevinde bulunan ve San Diego kentindeki California Universitesi'nde fizik profesoru olarak calisan Ride'in kendisine ait bir bilim egitim sirketi de bulunuyor. Ride'in bilim ve egitim sirket ile NASA arasinda yapilan isbirligi sayesinde ogrenciler, Med ve Cezir uzay araclarindan faydalanarak, kraterler ve Ay'daki diger manzaralara iliskin kisisel fotograflar cekme imkanina kavusmustu. Ride'in kardesi Bear Ride, kardesinin adinin Ay'daki bir noktaya verileceginin ilan edilmesinin ardindan yaptigi aciklamada, ""Ay'a baktiginiz zaman, Sally'nin adiyla anilan kucuk bir kosesinin bulundugunu bilmek gercekten cok guzel"" dedi."
teknoloji,"Panasonic 6 ayini degerlendirdi Panasonic, Turkiyedeki gelisen potansiyelin farkinda olarak yatirimlarina ve buyumeye devam edecegini acikladi.Urun portfoyunu de genisletecegini duyuran Panasonic Turkiye, tuketici elektroniginde LED aydinlatma, klima gibi segmentlere yeni urunler ekleyecek. Panasonic Turkiye ayrica, otomotiv ureticilerine navigasyon, arac ici ses sistemleri ve uretimde kullanilan ana bilesenler gibi yeni urun gamlarina da yatirim yapmayi planliyor. Bunun yani sira, yurtdisinda gerceklestirdigi gunes enerjisi, yapay fotosentez, geridonusum projeleri icin Turkiyede de zemin olusturma calismalari yapiyor. 100. yasini kutlayacagi 2018 yilinda elektronik sektorunun bir numarali cevreci inovasyon sirketi olmayi hedefleyen Panasonic, dunyanin dort bir yanindaki merkezlerinde buyuk performans artislariyla tam hiz bu onemli yila hazirlaniyor. Panasonic Turkiye Genel Muduru Ahmet Telatar,Tuketici elektronigindeki urun yelpazemizi genisletmenin yani sira otomotiv, enerji, vb. alanlara acilmak icin altyapi calismalarimizi neredeyse tamamladik. Onumuzdeki donemlerde kullanicilarimiza sevindirici gelismeler duyuracagiz dedi."
teknoloji,"God of War: Ascension cevrimicine tasiniyor Sekiz oyunculu hedef bazli savas ile destansi God of War serisindeki carpismalar ilk defa cevrimicine tasiniyor. God of War: Ascension(tm) yeni yila PlayStation Plus uzerindeki Coklu Oyunculu Beta surumu ile giriyor. Sony Computer Entertainment Europe, buyuk bir heyecanla beklenen God of War: Ascension for PlayStation(r)3 Multiplayer Beta'nin 8 Ocak 2013 tarihinde resmen PlayStation(r) Plus'a gelecegini acikladi. Oyunun hayranlari, yerini daha sonra keyifli bir yorgunluga birakacak olan oynanabilirligin getirdigi adrenalinin tadina bakma firsatini, 12 Aralik'ta yayinlanan ve tum aksiyonun yer aldigi cok sayidaki ekran goruntusunu de iceren yeni coklu oyunculu tanitim filmi ""Evil Ways"" ile yakalayacak. God of War: Ascension coklu oyuncu duzeyleri, Kayip Ruhlar Colu (Desert of Lost Souls) gibi genis acik ortamlari iceren buyuk haritalar ile hayatta kalmak icin sizi yakin muharebenin koynuna atarak, aksiyonu daha da yogun hale getiren daha dar arenalar olmak uzere iki kategoriye ayriliyor. Tanrilar'dan lutuf puanlari ve Gladyatorunuz icin yeni kisisellestirme secenekleri Beta surumunun piyasaya surulmesi ile birlikte, PlayStation Plus uyeleri, Ekip Halinde Olumune Savas'in God of War'daki muadili olan Team Favour Rush modunda deneyimi daha da ileri duzeylere tasiyabilecek. Tanrilar'dan gerekli miktarda lutuf puanini almak ve Gladyatorunuz icin yeni kisisellestirme seceneklerini acmak icin mucadele verecek. Tek basina carpismaktan hoslananlara yonelik tekli savasci ile mucadele icin tasarlanmis henuz gorucuye cikmayan tek oyunculu bir surum de yayinlanacak. God of War: Ascension, en cok satan oyunlar arasinda yer alan God of War dizisinin on bolumu olma ozelligini tasiyor. Ares tarafindan kandirilarak esi ve cocugunu oldurdukten sonra Kratos, hayatinda en sevdigi iki insanin intikamini almak icin ettigi yemin ile kan yeminini bozmasindan oturu, yasayan lanetlilerin kapatildigi devasa boyutlardaki bir+ hapishanede ilelebet hapse mahkum edilmistir. Guvenilir Cift Zincirli Kiliclari ile donanmis halde amansiz ozgurluk ve gunahlarindan arinma arayisi boyunca bir yandan mitolojinin en karanlik yaratiklarindan biri ile mucadele ederken diger yandan da cetrefil bilmeceleri cozmesi gerekiyor. 2013'e bu yeni ve destansi God of War(r): Ascension Multiplayer Beta deneyimi ile baslayin ve yeteneklerinizi sinirlarina kadar zorlayin. God of War: Ascension 15th Mart 2013 tarihinde piyasaya surulecek. Oyun hakkinda daha fazla bilgiye www.godofwar.com adresinden ulasilabilir."
teknoloji,"Iki gunde rekor indirme Harita uygulamasi Google Maps, 2 gunde 10 milyon kez indirildi. Arama motoru Google'in muhendislikten sorumlu baskan yardimcisi Jeff Huber, Google isimli sosyal paylasim grubunda yayimladigi mesajda, Cuma gunu piyasaya cikan uygulamanin 48 saatte, 10 milyon kez indirildigini bildirdi. Daha once, IOS isletim sistemli cihazlara entegre olarak gelen Google Maps uygulamasi, Apple tarafindan isletim sisteminden cikarilmis ve kendi harita uygulamasi Apple Maps'i cihazlarina entegre etmisti. Bunun uzerine Google ise IOS kullanicilari icin Google Maps uygulamasi gelistirecegini dile getirmis, gelen tepkiler sonucu Apple, Google Maps'in yeniden IOS'da kullanilabilecegini duyurmustu. Uygulama, IOS 5.1 uzeri cihazlarda kullanima sunulmus durumda."
teknoloji,"Apple ikinci raundu kaybetti Apple ve Samsung arasinda ABDde gorulen patent davasinin ikinci raundu dun gece sonuclandi. Apple, Agustos ayinda sonlanan davanin ardindan daha fazla talep almak ve Samsung telefonlarinin satisini yasaklamak, Samsung ise davada alinan kararin degistirilmesi icin bu ay basinda San Jose Bolge Mahkemesine basvurmustu. Yargic Lucy Koh, haftalardir baktigi Apple-Samsung davasindaki en son kararinda, Agustos ayinda iPhone ve iPad patentlerini ihlal etmekten suclu bulunan Samsunga ait akilli telefonlarin ABDde satisinin yasaklanmamasina hukmetti. Samsungu suclu bulan juri, Guney Koreli sirketin iPhone ve iPade ait en onemli ozellikleri kendi cihazlarinda kopyaladigina karar vermisti. Apple, bu kararin ardindan Samsunga ait sekiz akilli telefon modeline satis yasagi getirmek ve ikinci bir tazminat koparmak icin mahkemeye gitmisti. Samsung ise jurinin Apple yanlisi oldugunu one surerek kararin iptalini istemisti. SONU GORUNMEYEN MUCADELE Yargic Koh, yaptigi yazili aciklamada, Davada soz konusu olan telefonlar cok fazla ozellik iceriyor. Bu ozelliklerin sadece kucuk bir kismi Apple patentleri tarafindan korunan teknolojiye benzerlik gosteriyor... Bazi ozellikler Apple teknolojisine ozel olarak belirse de, sadece birkac ozellik yuzunden bir markaya ait urunlerin tumunu piyasadan suresiz olarak cekilmesi gerekmez dedi. Apple, bu yil icinde kendi actigi ve kaybettigi davalara bir yenisi daha eklese de, 2014 sonuna kadar durusma salonlarindan cikmaya niyetli degil. Bu yil icinde Samsunga patent ihlali suclamasiyla ikinci bir dava acan Apple, bu davanin baslangici icin 2014u bekleyecek. Apple avukati Harold McElhinny, Agustos ayindaki davanin kazanilmasinin ardindan, Samsungun bilincli olarak patentleri kopyaladigini ve alinan kararla patentlere uzanan eline bir tokat yedigini soylemisti. Samsung avukati Charles Verhoeven ise Applein dunyanin dort bir yaninda actigi davalarla Samsungla basa bas mucadele etmekten kactigini ifade etmisti. TARAFLARDAN YORUM YOK Apple ve Samsung arasinda ABDdeki savas, Nisan 2011de basladi. Apple, Guney Koreli elektronik ureticisini iPad ve iPhoneun tasarimlarini calmakla suclarken, Samsungda ABDli rakibinin telekomunikasyon patentlerini ihlal ettigini one surerek dava acti. Samsung, bircok elektronik urun sundugu 2012de oldukca iyi rakamlar elde ederken, bircok markayla patent davalari veren Apple, akilli telefon ve tablet bilgisayar piyasasinda kan kaybetti. Samsung, 2012inin ucuncu ceyregine ait rakamlara gore, kuresel akilli telefon piyasasinin yuzde 31ine sahip. Apple ise yuzde 15 ile ikinci sirada. Samsung, en son davanin ardindan henuz aciklama yapmazken, Apple yorum yapmayi reddetti."
teknoloji,"Google Maps 2 gunde 10 milyon kez indirildi Harita uygulamasi Google Maps, 2 gunde 10 milyon kez indirildi. Arama motoru Google'in muhendislikten sorumlu baskan yardimcisi Jeff Huber, Google isimli sosyal paylasim grubunda yayimladigi mesajda, Cuma gunu piyasaya cikan uygulamanin 48 saatte, 10 milyon kez indirildigini bildirdi. Daha once, Ios isletim sistemli cihazlara entegre olarak gelen Google Maps uygulamasi, Apple tarafindan isletim sisteminden cikarilmis ve kendi harita uygulamasi Apple Maps'i cihazlarina entegre etmisti. Bunun uzerine Google ise IOS kullanicilari icin Google Maps uygulamasi gelistirecegini dile getirmis, gelen tepkiler sonucu Apple, Google Maps'in yeniden IOS'da kullanilabilecegini duyurmustu. Uygulama, IOS 5.1 uzeri cihazlarda kullanima sunulmus durumda."
teknoloji,"Bu ajanda roman yaziyor! Yaziyor Yayinlari, 2013'te roman yazmak isteyenlere ve bunu surekli erteleyenlere cok cazip bir firsat sunuyor: Roman Yazan Ajanda... 2013'un her haftasini dilediginizce eserinizi ilk adimlariyla gecirebilir, roman calismanizi elektronik cihazlara bagli kalmadan kaleminizle birlikte her yere goturebilirsiniz. Geriye sadece yazmak kaliyor. Bunun icin gerekli her seyi ajanda size soyluyor."
teknoloji,"Artik reytingleri o olcecek Reytingler de sosyal ag uzerinden olculecek! Arastirma sirketi Nielsen, Twitter ile yaptigi anlasmayla sosyal ag uzerinden TV reytinglerini olcumlemeye baslayacak. 2013 yilinin sonbahar aylarinda hayata gecmesi beklenen ve ""Nielsen Twitter TV Rating"" adi verilen yeni reyting sisteminde, TV kanallarindaki dizi, film ve diger programlarinin 'hashtag'leri (# etiketi) kullanilarak olcumleme yapilacak. Boylece TV programlarinin ""tweet""lenmesi, belirli bir agirlikla reytinglerine de yansitilacak. Ayrica yeni kurulacak modelle, TV'deki programlarin reklam aralarindaki 'hashtag'ler araciligiyla TV izleyicisinin reklam algisi da anlik olarak olcumlenebilecek. Internet ve akilli telefonlar uzerinden giderek artan TV izleme aliskanliginin yanisira sosyal aglarla entegre calisabilen akilli TV'lerin sayisindaki artisa odaklanan Twitter ile Nielsen arasindaki anlasmayla ortaya cikacak olan yeni model, ilk olarak ABD'de ticari olarak hayata gecirilecek. Ote yandan dunyanin en buyuk kamuoyu arastirma sirketlerinden biri olan Nielsen, ABD merkezli radyo reytinglerini olcen Arbitron'u, 1.26 milyar dolara satin almak icin anlasmaya vardi."
teknoloji,"'Girisimciler Bulut Teknolojisiyle Tanismali!' Son zamanlarda cok konusulan bulut teknolojisi, pek cok girisimci icin IT altyapisi ve insan kaynagi masraflarini minimize etmesine yardimci oluyor... En basit bir servis tabanli B2B web girisimi icin bile yazilimci, veritabani uzmani, server yoneticisi, destek uzmani, muhasabe, satis gibi birimler gerekebilirken yalin girisimcilik konusuna hakim girisimciler artik yuklerini azaltmak adina baslangic asamasinda web sunucusu ve veritabani barindirma konularinda Microsoft ve Amazon gibi firmalarin PaaS (Platform as a Service) ve Saas (Software as a Service) seklinde sunulan hizmetlerinden  faydalaniyor. Emlakz.Com kurucusu Kerem Kalkanci, Microsoft'un Azure tabanli bulut hizmetlerinden faydalanarak hayata gecirdikleri ve Mersin - Adana  bolgelerinde hizmete actiklari ilan sitelerinin bulut platformu uzerinde oldukca iyi performans gosterdigini ve IT yuklerini omuzlarindan aldigini belirtti. Kerem Kalkanci, bu sekilde satis ve pazarlama ile buyumeye vakit ayirabildiklerini ve cok daha hizli hareket edebildiklerini soyluyor. Microsoft'un girisimcilere yonelik BizSpark programindan da faydalanabilen girisimciler, www.emlakz.com emlak ilan sitesinin de faydalandigi sekilde, 3 sene boyunca hem yazilim, hem de bulut teknolojisi kullanarak web ve veritabani barindirma tarafinda ucretsiz destek alabiliyor. Bir web girisiminin bu surec boyunca kendini gereken seviyede buyutmus hale getirebilecegine deginen Emlakz.Com genel muduru Kerem Kalkanci, girisimcilere bu tarz firsatlardan istifade etmelerini oneriyor. Yine ayni sekilde CRM (musteri iliskileri yonetimi), email hizmeti, dosya paylasimi vs. gibi konularda da SAAS (Software as a Service) tarzi hizmetlerden istifade eden sirketlerin, kendi cozumlerini kendileri uretmeye veya barindirmaya calisan sirketlere gore cok daha hizli hareket edebildiklerine deginen Kerem Kalkanci, bu sekilde yazilim tarafinda da yuzde 90 oraninda disariya delegasyon yapmis olduklarinin altini cizdi."
teknoloji,"Apple ikinci raundu kaybetti Apple ve Samsung arasinda ABD'de gorulen patent davasinin ikinci raundu dun gece sonuclandi. Apple, Agustos ayinda 1 milyar dolar tazminat kazandigi davadan bu kez eli bos dondu ve Samsung akilli telefonlarina ABD'de satis yasagi getirilmesi talebi reddedildi. Apple, Agustos ayinda sonlanan davanin ardindan daha fazla talep almak ve Samsung telefonlarinin satisini yasaklamak, Samsung ise davada alinan kararin degistirilmesi icin bu ay basinda San Jose Bolge Mahkemesine basvurmustu. Yargic Lucy Koh, haftalardir baktigi Apple-Samsung davasindaki en son kararinda, Agustos ayinda iPhone ve iPad patentlerini ihlal etmekten suclu bulunan Samsung'a ait akilli telefonlarin ABD'de satisinin yasaklanmamasina hukmetti. Samsung'u suclu bulan juri, Guney Koreli sirketin iPhone ve iPad'e ait en onemli ozellikleri kendi cihazlarinda kopyaladigina karar vermisti. Apple, bu kararin ardindan Samsung'a ait sekiz akilli telefon modeline satis yasagi getirmek ve ikinci bir tazminat koparmak icin mahkemeye gitmisti. Samsung ise jurinin Apple yanlisi oldugunu one surerek kararin iptalini istemisti. SONU GORUNMEYEN MUCADELE Yargic Koh, yaptigi yazili aciklamada, ""Davada soz konusu olan telefonlar cok fazla ozellik iceriyor. Bu ozelliklerin sadece kucuk bir kismi Apple patentleri tarafindan korunan teknolojiye benzerlik gosteriyor... Bazi ozellikler Apple teknolojisine ozel olarak belirse de, sadece birkac ozellik yuzunden bir markaya ait urunlerin tumunu piyasadan suresiz olarak cekilmesi gerekmez"" dedi. Apple, bu yil icinde kendi actigi ve kaybettigi davalara bir yenisi daha eklese de, 2014 sonuna kadar durusma salonlarindan cikmaya niyetli degil. Bu yil icinde Samsung'a patent ihlali suclamasiyla ikinci bir dava acan Apple, bu davanin baslangici icin 2014'u bekleyecek. Apple avukati Harold McElhinny, Agustos ayindaki davanin kazanilmasinin ardindan, Samsung'un 'bilincli olarak patentleri kopyaladigini ve alinan kararla patentlere uzanan eline bir tokat yedigini' soylemisti. Samsung avukati Charles Verhoeven ise 'Apple'in dunyanin dort bir yaninda actigi davalarla Samsung'la basa bas mucadele etmekten kactigini' ifade etmisti. TARAFLARDAN YORUM YOK Apple ve Samsung arasinda ABD'deki savas, Nisan 2011'de basladi. Apple, Guney Koreli elektronik ureticisini iPad ve iPhone'un tasarimlarini calmakla suclarken, Samsung'da ABD'li rakibinin telekomunikasyon patentlerini ihlal ettigini one surerek dava acti. Samsung, bircok elektronik urun sundugu 2012'de oldukca iyi rakamlar elde ederken, bircok markayla patent davalari veren Apple, akilli telefon ve tablet bilgisayar piyasasinda kan kaybetti. Samsung, 2012'inin ucuncu ceyregine ait rakamlara gore, kuresel akilli telefon piyasasinin yuzde 31'ine sahip. Apple ise yuzde 15 ile ikinci sirada. Samsung, en son davanin ardindan henuz aciklama yapmazken, Apple yorum yapmayi reddetti."
teknoloji,"Instagram'a sok Instagram bir ilki yasadi ve kullanicisi tarafindan ABD'de mahkemeye verildi. Gectigimiz hafta kullanici sozlesmesinde bazi degisiklikler yaparak kullanicilarinin tepkisini ceken Instagram haftaya dava ile basladi. Yaklasik uc ay once Instagrami satin alan Facebook, Instagram kullanicisi tarafindan Kaliforniyada dava edildi. Dava nedenini Instagramin kullanici sozlesmesinde yaptigi degisiklikler olusturuyor. Reuters Haber Ajansina aciklamada bulunan Facebook, Bu sikayete gerek olmadigina inaniyoruz. Bununla guclu bir sekilde mucadele edecegiz dedi. Instagramin kullanici sozlesmesinde yaptigi degisiklik kullanicilarini, fotograflarinin kendilerinin izinsiz ve karsiligi odenmeksizin satilacagi konusunda endiselendirmisti. Twitterda bu konuda sikayetlerin artmasi uzerine gecen hafta Instagram aciklama yaparak sozlesmede tekrar gerekli degisiklikleri yapmak uzere calismalara basladigini soylemisti."
teknoloji,"Soke eden cevap Amerikan telefon operatoru Sprint'te calisan satici kendisinden iPhone 4 isteyen musterisine ""parmaginiz cok buyuk, size daha genis ekranli bir telefon verelim"" deyince olanlar oldu. Operatorlerce iPhone'lari stoklarda bulundurmanin maliyeti fazla oldugundan Android cihazlari eritmeye calisan operatorler cesitli yollara basvuruyor. Sprint calisani da iPhone isteyen musterisine Android isletim sistemli baska bir telefon onerince musteri telefon almadan dukkandan ayrildi. iPhone 4 satin almak istedigini soyleyen musteriye once ""eski bir telefon, Android ve Lumia telefonu denemelisiniz"" cevabini aldi. Daha sonra iPhone'u almakta musteri israr edince magaza calisani ""parmaklariniz cok buyuk, daha genis ekranli bir telefon kullanmanizi oneririm"" deyince ufak capli bir tartisma yasandi. Musteri sonuca ulasamayinca magazadan apar topar ayrildi."
teknoloji,"Gmail ucuncu cinsiyeti kabul etti Dunyanin en cok kullanilan mail sistemlerinden birisi olan Gmail, 3. cinsiyeti kabul etti.Gmail kayit islemlerinde cinsiyet bolumunde daha onceden sadece kadin veya erkek siklari vardi, ancak Gmail kadin ve erkek seceneklerinin altina ""Diger"" yazili baska bir secenek daha ekledi. Gorenler bunun bir saka olup olmadigini dusunse de Gmail bu degisikligi yapti. Bazi kesimler Gmail'in sahibi olan Google sirketini bu konuda elestirse de bazi kesimlerden ovgu aldi."
teknoloji,"Yilin son gokyuzu soleni Gokyuzunde gorsel solen acisindan goktasi yagmurlarinin en iyilerinden biri olan ve 17 Aralikta baslayan Geminid (Ikizler) Meteor Yagmuru, 26 Aralikta sona eriyor.Gokyuzu gorsel solenleri arasinda birinci sirayi alan Geminid (Ikizler) Meteor Yagmuru, bu yil en etkin oldugu donemini yasiyor. 17 Aralikta baslayan ve 26 Aralika kadar surecek gorsel solende, saatte 60 ile 120 arasinda meteor gorulebilecek. Halk arasinda yildiz kaymasi olarak nitelendirilen meteor yagmurlarindan en etkini olan Ikizler goktasi yagmurunu, 3200 Phaethon kuyrukluyildizi olusturuyor. Mars ile Jupiterin arasindaki astroit kusagindaki cisimlerin zaman zaman gezegenlerin cekimlerinden dolayi yorungelerinden cikabildiklerini belirten ODTU Fen Edebiyat Fakultesi ogretim uyesi ve Antalyadaki TUBITAK Ulusal Gozlemevi Muduru Prof. Dr. Halil Kirbiyik, burada olusan goktaslarinin gunes sistemine dagildigi ve bazilarinin da dunya uzerine dustuklerini soyledi. Dunya uzerine dusen goktaslarinin bircogunun atmosferde yandigini belirten Prof. Dr. Kirbiyik, halk arasinda yildiz kaymasi olarak bilinen goktasi yagmurunun ciplak gozle, gece karanliginda, isik yogunlugunun az oldugu ve bulutsuz havada izlenebilecegini kaydetti. Halk dilinde belirtildigi gibi aslinda yildizlarin kaymasi gibi bir durum olmadigini dile getiren Prof. Dr. Halil Kirbiyik, atmosfere girerek yandigi icin isik cikarttigini ve yildiz gibi gorundugunu, ancak yildizla hicbir alakasi olmadigini belirtti. ALAKASI YOK AMA ISTEYEN DILEK TUTSUN Prof. Dr. Kirbiyik, insanlarin meteor yagmurlarini yildiz kaymasi olarak algiladigi ve dilek tutalim mi dediklerini belirtti. Prof. Dr. Halil Kirbiyik, ""Hicbir ilgisi yok ama isteyen istedigi dilegi tutabilir. Ama gerceklesmesini onlara baglamasin. Gerceklesme kosullarini insan kendisi hazirlar dileklerinin. Iyi bir dilek tuttuysa cok calisirsa olur. Insanlar bir de bu tur seylerden hoslanir. Piyango bileti neden alinir? Ah ciksa diye hayal kurulur. Yani dilek tutmanin insanlarin ic dunyasini rahatlatmanin otesinde gok olaylari ile hicbir ilgisi yok"" diye konustu."
teknoloji,"Cin'de cep telefonu kullananlarin sayisi 1 milyari asti Cin'de kasim ayi itibariyle cep telefonu kullanicilarinin sayisinin 1,1 milyara ulastigi ve bunlardan 220,49 milyon kisinin 3G kullanicisi oldugu bildirildi.Cin Sanayi ve Bilgi Teknolojileri Bakanligindan yapilan aciklamaya gore, telekomunikasyon sektoru hizla buyuyerek gelir artisi yuzde 9,2 oraninda yukseldi ve 983,37 milyar yuana (yaklasik 156 milyar ABD Dolari) ulasti. Gelirin yuzde 73,7'sinin mobil iletisim isinden elde edildigi, yuzde 26,3'luk kismin sabit iletisim sirketleri uzerinden elde edildigi kaydedildi. Ulkede yilin 11 ayinda mobil iletisimden elde edilen gelirin yuzde 11 arttigi ve 724,53 milyar yuana, sabit iletisim gelirinin ise yuzde 4,4 arttigi ve 258,884 milyar yuana ulastigi belirtildi. Cin'de kasim ayi itibariyle cep telefonu kullanicilarinin sayisi 1,1 milyara ulasti. Bunlardan 220,49 milyonu 3G kullanicisi. 3 G kullanicilarinin sayisi 2012'nin 11 aylik doneminde 92,06 milyon artti."
teknoloji,"Sayfasini begenene ucak bileti veriyor Turkcell Superonlinein Facebook kurumsal sayfasini begenerekSUPER HEDIYE! oyununu oynayanlar ucak biletinden, e-kitaba cesitli hediyeler kazaniyor. Turkcell Superonline, SUPER HEDIYE! oyununu kurumsal Facebook sayfasini begenenlerle paylasti. SUPER HEDIYE ekraninda kayan kutulardan ayni renkte 3 adedini 30 saniye icinde yakalayan 50 kisi bavul.comdan yurtici ucak bileti, 75 kisi Turkcell Kitapliktan e-kitap, 1.800 kisi hediyemo.comdan hediye puani ve 5 bin kisi Fizyden premium uyelik kazanacak. 31 Aralik 2012 tarihine kadar oyun severlerle bulusacak SUPER HEDIYEyi oynamak icin Turkcell Superonlinein kurumsal sayfasini begenmek ve uygulamaya gitmek yeterli oluyor. Ayrica arkadaslarini uygulamaya davet edenler onlarin da Turkcell Superonlinein hediyelerinden birini kazanmalarini saglayabilecek."
