Category,Content
magazin,"Zayifliktan kolu kirildi 'Sefiller' (Les Miserables) filmindeki performansiyla 'en iyi yardimci kadin oyuncu' dalinda Oscar'a aday olan Anne Hathaway'in rolu icin 12 kilo verdigi ortaya cikti. Filmdeki oyuncu arkadasi 10 yasindaki Isabelle Allen, Hathaway'in diyetini 'tavsan yemegi' olarak tanimladi. Allen, unlu oyuncunun verdigi kilolar sonucu dustugunde kolunu kirdigini anlatti. Anne Hathaway'in filmde canlandirdigi hayat kadini rolu icin sadece marul yedigi ortaya cikti. Hathaway, daha once kotu ornek olmamak icin uyguladigi diyeti aciklamaktan kacinmisti. Unlu oyuncu en son verdigi bir roportajda ""Cekimlerin surdugu 13 gun boyunca yemek yemedim' dedi."
magazin,"Sakalda Keramet Yok Son olarak ""Adanali"" dizisinde canlandirdigi 'Maraz Ali' karakteriyle sevircinin karsisina cikan oyuncu-manken Mehmet Akif Alakurt, onceki aksam Cihangir' de ortaya cikti. Uzun suredir ekranlardan uzak kalan Alakurt bir hayli uzattigi sakallariyla dikkat cekti. Gazetecilerin roportaj taleplerini ""Suan icin hicbir projem yok. Olsa seve seve anlatirim"" diyerek geri ceviren Alakurt, bir muhabirin ""Sakallarin Muhtesem Yuzyil dizisiyle alakasi var mi?"" sorusuna ""Sakalda keramet yok. Simdilik beklemedeyim"" seklinde yanit verdi."
magazin,"8 yil sonra yeniden 2006 yilinda solo kariyerlerine yogunlasmak icin yollarini ayiran Destiny's Child grubu, 'Super Bowl'da tekrar birlikte konser verecek Beyonce, Facebook sayfasindan, ""8 yil sonra yeni bir Destiny's Child sarkisi yapmaktan gurur duyuyorum"" mesajini paylasti. Us Weekly'nin haberine gore, ilk olarak 'Nuclear' adli parcayi yayinlayan grubun 'Love Songs' adli albumu 29 Ocak'ta satisa cikacak. 'Super Bowl'un devre arasinda sahneye cikacak Beyonce'ye ise eski grup arkadaslari Michelle Williams ve Kelly Rowland eslik edecek."
magazin,"Melekler kendilerini partiye atti! Unlu ic camasiri firmasi Victoria's Secret'in yeni koleksiyonunun tanitildigi defile sovdan sonra melekler kendini partiye atti Dunyaca unlu ic camasiri firmasi Victoria's Secret'in yeni koleksiyonunun tanitildigi defile onceki aksam ABD'nin New York kentinde duzenlendi. Ilk olarak 120 bin dolar (250 bin TL) maliyetle 1995'te gerceklestirilen, o yillarda sade bir defileyken gunumuzde iddiali bir sova donusen koleksiyon tanitimi icin bu yil 12 milyon dolar (21.5 milyon TL) harcandi. Adriana Lima, Alessandra Ambrosio, Miranda Kerr gibi unlu modellerin podyuma ciktigi defilede melekler adeta gorsel bir solen sundu. SUPER DEFILEDEN EN SEKSI KARELER... Defileden sonra ise seksi melekler kendilerini partiye attilar. Partiye en sik kiyafetlerle katilmayi tercih eden melekler, adeta birbirleriyle yaristiiar."
magazin,"Kivanc'in rolu az, sinavi var Kivanc Tatlitug ile Songul Oden 2005'te 'Gumus'te basrolu paylasmisti. Dizi 2 yildir Ortadogu'da gosteriliyor. 22 Arap ulkesinde yayin yapan MBC, 4 milyon izleyiciye en iyi Turk dizi oyuncusunu sordu. Kadinlarda Songul Oden yuzde 71, erkeklerde Kivanc Tatlitug yuzde 61 oyla birinci oldu. Kivanc Tatlitug 'Kuzey Guney'de son bolum neden rolunun az oldugu konusundaki soruya ""Sinavlarim vardi. Ders calistim"" dedi. Kivanc Tatlitug, Kultur Universitesi Tiyatro Bolumu'nde okuyor. . Kivanc Tatlitug, Yildiz Teknik Universitesi'nden 'En Iyi Erkek Dizi Oyuncusu' odulunu aldi. Milli voleybolcu Neslihan Darnel, Kivanc ile hatira fotografi cektirdi. POSTA"
magazin,"Melek'e surpriz ziyaretci Tugba Buyukustun ve Ilker Aksum'un basrollerini paylastigi '20 dakika'da bu hafta neler olacak? Ali Kedi'yi yardima ikna eder. Ama simdi hesaba katmadigi bir engelle daha tanisacaktir: Kuzgun adli genc ve guzel bir kadin. Bu engel Ali icin Kedi'yi daha da derinden etkilemenin tek yolu olacaktir. Tabii ogretmen Ali, dogru adimlari atabilirse... Melek'in surpriz bir ziyaretcisi vardir. Baskan, Melek'i en zayif noktasindan vurmaya gelir. Melek'in savasmaktan vazgecmeye niyeti yoktur.  Sesini duyurmak icin basvurdugu yol bu sefer Zorba'nin basini yakar. Ozan, Asli Tanbas'in pesine duser. Bir ipucu bulmak icin caldigi kapilar acildiginda, Ozan'in karsilastigi manzara Melek'i hakli cikartabilecek midir? startFlvPlayer_Posta(""divFlvPlayer8661"",""8661"",""201301"",""8661-2.jpg"");"
magazin,Bu aksam konser yok Hande Yener ve Sinan Akcil'in Kadikoy Polis Hizmetlerini Gelistirme ve Destekleme Dernegi ile birlikte Kadikoy Ilce Emniyet Mudurlugu yararina bu aksam Bostanci Gosteri Merkezi'nde verecekleri konser ertelendi. Gectigimiz gunlerde babasini kaybeden ve zor gunler geciren Yener'in konseri 22 Mart 2013'te yapilacak.
magazin,"En cok onlar izlendi Kanal Dnin buyuk bir ilgiyle izlenen polisiye-macera dizisi Arka Sokaklar, milyonlari yine ekran basina kilitledi ve Cuma gununun birincisi oldu. Kanal Dnin basrollerinde, Zafer Ergin, Gamze Ozcelik, Sevket Coruh, Ozgur Ozan, Ugur Pektas ve Zeynep Beserlerin oynadiklari polisiye  macera dizisi Arka Sokaklarin Cuma aksami ekrana gelen bolumu, Tum Kisilerde  yuzde 10.61 reyting ve yuzde 25.16izlenme payi ile gunun en cok izlenen programi ve birincisi oldu"
magazin,"Kenan Isik Sorunun cevabini soyledi! ATV'de yayinlanan ""Kim Milyoner Olmak Ister"" yarismasinin sunucusu Kenan Isik sorunun cevabi istemeyerek de olsa soyledi. Yarismaciya sesli soru olarak 'Bitlis'te bes minare' turkusu soruldu. Siklarda soru cikmadan Kenan Isik sarkinin sozlerini ve ismini soyledi. Sorunun cevabini verdigini farkeden Kenan Isik kendisini gulmekten alamadi."
magazin,"'3 konser parasi odedim' Subat ayinda Bostanci Gosteri Merkezi'nde konser verecek olan Demet Akalin, sorunsuz bir gece yasamak icin kesenin agzini acti Teknik sistemin yenilenmesi icin neredeyse servet harcayan Akalin, Twitter sayfasina ""3 konser parasini Bostanci Gosteri Merkezi konseri teknik icin harcayan popcuya Demet Akalin denir. Helali hos olsun... 2 Subat gel bakalim"" notunu dustu."
magazin,"Cagatay Ulusoy : Gizemin aciklamalarindan haberim yok! Cagatay Ulusoy, yayinlandigi gunden itibaren yaprak dokumune ugrayan ve ardindan yayindan kaldirilan Emir'in yolu dizisinin bitimi ile kendini yeni projelere adamisti. Onceki gun Bebek'te goruntulenen Cagatay Ulusoy, dizide rol aldigi Gizem Karaca'nin Kanalturk ekranlarin da yayinlanan Ikinci sayfa programinda yapmis oldugu; Cekimlerde Cagatay'la opustukten sonra birsey hissetmedimaciklamalari sorulunca yorum yapmadi. Cagatay Ulusoy, Bilmiyorum benim bu aciklamadan haberim yok diyerek Bebek'ten ayrildi. Cagatay Ulusoy, dizisinin yayindan kaldirilmasi sonrasi yeni projelere hazirlandigini da soyledi."
magazin,"Gunlugu 100 dolar! Guzel oyuncu borclari nedeniyle gelen tum teklifleri degerlendiriyor 234 bin dolarlik (421 bin TL) vergi borcu nedeniyle zor gunler geciren oyuncu Lindsay Lohan gelen tum teklifleri degerlendiriyor. 100 bin dolara Brunei Prensi Azim'in verdigi partiye katilan Lohan'in son filmi ""The Canyons"" icin gunde 100 dolar (177 TL) aldigi ortaya cikti. Lohan, son filminde, 3 porno yildiziyla seks sahnelerinde rol aldi. Lohan'in filmden milyon dolarlar kazandigi iddia edilmisti."
magazin,"Komunist Parti'den Depardieu'ya teklif Rus vatandasligina gecen Fransiz oyuncu Depardieu'ya bir teklif de Komunist milletvekili Valery Rashkin'den geldi Rashkin, ""Fransiz oyuncu Rusya'da yasamak istiyorsa o zaman babasinin izinden giderek komunist partisini secmelidir cunku oyuncu babasinin komunist oldugunu ve ""Rus Radyosuonu dinledigini daha once yazmis oldugu acik mektupta belirtmisti"" dedi. Departdieu'yu kendi partisine davet ettikten sonra gazeteciler tarafindan soru yagmuruna tutulan milletvekili, Twitter@Rashkin sayfasinda sorulari cevapladi ve ""Gazeteciler arayip teklifimin ciddi olup olmadigini soruyor ve resmi teklif gerceklesecek mi diye merak ediyor. Neden olmasin? Boyle bir olasiligi goz ardi etmiyorum"" diye yazdi. Bilindigi uzere Depardieu'ya daha once de Mordovia Kultur Bakanligi ve Tyumen Drama Tiyatrosunda 16 bin ruble arti primle oyunculuk teklifleri de yapilmisti. DHA"
magazin,"Aref: Illuzyon askta cok ise yarar! 'Yetenek Sizsiniz Turkiye' yarismasiyla yildizi parlayan Iran asilli genc illuzyonist Aref, gectigimiz gunlerde Turk vatandasliginagecti. 'Ilk bakista urperti yaratmasi' disinda O'nu anlatacak ozel bir tanimim yok. Cunku Aref herkesin ustunde farkli bir iz birakabiliyor. En iyisi kendisini, 'dikkatli ve tasarruflu' sectigi kelimelerle tanimak... MESUT YAR ILE BURADA LAF COK myar@posta.com.tr twitter.com/mesutyar - Aref gercek adin mi? Manasi ne? Evet, her seyi bilen adam; Arif anlamina geliyor. - Bu illuzyon islerine nasil merak sardin? 11 yasimdan beri merakliydim. Amcamin yaptigi birkac minik numara baslangic oldu. Ilk zamanlar aile ici sovdu sonra tum yakinlarimin destekledigi bir ise donustu. - Neden Turkiye'yi sectin kendini gostermek icin? Aslinda okumak icin Turkiye'yi sectim. Okulda arkadaslar arasinda yaptigim gosteriler populer olunca Yetenek Sizsiniz yolu acildi. Sonrasi malum, genis bir kitleye cok hizli ulastim. - Gectigimiz hafta Turk vatandasligina gectin, ozel bir nedeni var mi? Sanatci statusunde oldugum icin Turk vatandasi olabildim. Artik hem Iran hem de Turk vatandasiyim. - ODTU'deki egitimini yarida biraktin. Diplomayi da illuzyonla alman mumkun mu? Ogrenciligimi dondurdum, devam edecegim. Universite diplomasi almak icin illuzyona gerek yok. Biraz calismak kafi. - Yaptigina sov diyoruz ama riski var mi? Son yaptigim 2 gosteri (Adam Asmaca) risk dolu iki gosteri. Ama daha once uzerinde cok calistigim icin risk yuzdesi onemli olcude azaldi. Ben aslinda risk almayi sevdigim icin bu isi yapiyorum. Dunyada buyuk isler yapan insanlar buyuk riskler alarak basarili oldu diye dusunuyorum. - Senin icin risk nedir? Hayat ve olum arasinda gidip gelme duygusu. Cok fantastik bir duygudur... - Hayranlarin seni hem cekici hem de korkutucu buluyor. Hangisisin? Buna onlar karar versin. Ama ille de bir sey denecekse, 'cekicilik' kulaga hos geliyor... - Beyin okuyabildigin dogru mu? Bu tedirgin etmiyor mu, bilmek yani? Beyin okumak dedigimiz sey kitap okumak gibi degil. Karsinizdaki insanin ne dusundugunu NLP, Hipnoz ve Vucut Dili gibi farkli tekniklerle ogrenebilirsiniz. Ya da ayni yontemlerle ona ne dusunmesi gerektigini telkin edebilirsiniz. Aslinda okudugun kendi beynindir! - Bunu kiz tavlamada kullandin mi hic? Iliskide kullanmak yararli olabilir. Yani iliskide kaliteyi yakalamak icin baslangicta degil ama iliskinin devaminda kullanilabilir. Benim cok ihtiyacim olmadi acikcasi... - Ask'ta illuzyon var midir sence? Insandan insana degisir ama askin tarifi bilimsel olarak vucutta iki hormonun ayni anda calismasidir. Sonucta ask guzel sey! - Ask var mi sende? Su anda odaklanacak zamanim yok. Isim on planda olacak bir sure... - El cabuklugunu kotuye kullananlar var mi? Mesela kolay zengin olmak gibi? Hem de nasil. Aslinda bu konuda bir TV programi hazirlamayi dusunuyorum. Olursa insanlarin her gun nasil da fark etmeden onlarca kez soyulabilecegini gosterebilirim! - Sormasam catlardim; kaderini degistirmen mumkun mu? Herkes her gun yaptigi en kucuk isle hem kendisinin hem de baskalarinin kaderini degistiriyor! (06.01.2013 tarihli Posta Karnaval'dan yapilmistir.)"
magazin,"Gulistan gizli isler ceviriyor Gulistan oglunun gonlunu hos tutabilmek icin gizli isler cevirir ama basina hic hesap etmedigi seyler gelir... Orcun'un sevgilisi Eylem ise Kocabaslar'in evinde takilmaktadir. Bir de, ters bir hareket yapip, beli tutulunca eve iyice yerlesir. Bu duruma cok cani sikilan Gulistan ise oglunun gonlunu hos tutabilmek icin gizli isler cevirmektedir. Telefon konusmalarindan suphelenen Selahattin, Gulistan'i kiskanmaya baslar. Servet'ten yakasini bir turlu kurtaramayan Deniz ise, ona yillardir yapamadigi ev salcasini yapmak uzere, 50 kilo Datca domatesi bulma sozu verir. Ancak domateslerin pesinde sadece Servet degil, Bora da vardir. ISTE O FRAGMAN..."
